Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
351,NaN,163032,NaN,23292,292039,789687,2384,50724,67721,21217,8483,61311,70287,299926,184788,29856,NaN,65811,88038,145522,195859,52279,0,74542,82696,NaN,285677,68157,5937,139105,29001,46475,75229,21314,176959,37110,12996,122176,4932,1096,1578,144947,27724,5328,13087,46932,20527,7515,34493,114602,0,6713,32870,286403,17710,745,0,0,0,2077,5517,34754,32636,83159,99608,89197,12119,72665,82588,257750,16938,101850,184376,564117,171513,148464,36750,303873,505975,158634,185820,481090,48014,8196,16990,133420,32909,7443,4238,0,1018,5220,24373,221329,33904,106557,60962,259533,22450,13205,119750,281122,155268,9056,38259,301350,309389,26842,23287,69147,678,6386,31232,300008,34343,21438,142689,385026,63590,82176,76280,101013,8254,0,227,73267,54829,1138,3672,45894,30674,6777,108014,128297,9417,7471,112866,713150,89948,922,18521,31414,8607,1625
352,NaN,22257,NaN,5251,43800,142519,2619,6231,24618,6710,647,27048,24763,67173,32394,0,NaN,1306,12935,26839,38600,29468,0,19235,26167,138453,55820,6592,521,55739,4029,10703,14129,14663,53655,27282,6826,54017,1479,0,2670,56632,20250,7460,206,0,0,0,4701,21553,1290,6567,30832,117731,10798,0,0,0,0,0,310,3009,5319,8778,11561,14762,3496,27098,34862,65846,218,27255,65558,243192,55918,49520,8433,46500,68769,12391,19096,35088,5931,712,0,30773,7367,687,0,0,0,3666,11153,125718,13317,63829,55821,109805,396,6260,58048,117762,35768,4829,14062,92272,84456,10044,3418,2291,271,4244,16547,89196,21681,30366,90412,99859,6235,46007,32040,26616,0,0,0,4271,287,0,0,6515,4090,0,0,688,0,100,4318,115977,20777,117,530,973,706,0
353,NaN,120477,NaN,24975,153941,331327,2044,33507,44898,40336,16255,89141,73653,233768,99011,16003,NaN,18412,132291,158212,57160,107561,2018,60215,46622,239658,127309,31373,3234,48220,0,28710,71551,7035,157839,81587,37105,109936,6326,841,5498,140979,39519,11219,9919,0,0,491,5961,14067,0,8678,6929,81764,7012,0,0,0,0,0,7808,27150,19629,26941,18284,21785,4894,42609,30451,85965,3480,37175,78268,260551,71507,94909,57285,201303,222728,68788,105106,154821,29488,2492,6581,50914,9906,1006,0,0,0,8533,19249,112514,17476,60607,51332,107230,991,16475,90499,165049,72825,12090,60826,197137,164848,25369,9325,7686,3771,14361,30601,114386,26199,57601,119759,105237,17765,67600,47142,51853,11682,0,660,78159,36559,0,0,21614,11832,134,6412,8027,786,7202,63343,274486,14385,748,11168,31691,9397,0
354,NaN,82410,NaN,3372,105940,232358,0,2891,24704,28515,5983,53236,38662,195999,55051,8144,NaN,0,12427,12958,17310,9725,0,5703,12585,96596,11397,3789,6193,5274,0,6558,21783,4644,19576,14791,12565,14820,6127,10796,2042,11493,3257,1842,10631,0,0,7200,15478,5838,0,6058,17569,0,1382,3114,13347,0,0,7414,14822,0,1081,10335,14899,9317,3444,13785,9239,22529,3957,8115,22699,78900,13662,15388,20141,96015,125397,29245,80122,149003,915,9905,18998,40581,4691,2094,5039,2106,2040,7061,5781,22481,739,15812,34370,78702,8188,9590,31482,66960,30959,5485,20062,46822,20225,23677,24004,27569,3163,18439,16946,27689,631,7133,42272,57731,5773,42834,55449,99399,16637,6651,9260,49430,34024,8808,13650,64994,23463,8425,29978,6099,3994,13848,64117,378358,20020,5124,29504,43826,4446,7898
355,NaN,55026,NaN,0,19518,56222,0,0,34725,25461,2269,74565,39384,56627,1300,0,NaN,8631,2878,11642,18208,9108,0,9963,34031,4058,0,0,0,0,0,38391,3922,3224,877,0,0,1707,0,0,2918,9849,3746,570,3536,0,0,0,0,0,0,0,0,5241,0,0,0,0,0,0,0,0,0,1573,0,0,0,415,787,6387,0,757,858,14261,1205,8464,8810,44473,7344,0,3603,2052,0,2083,892,4563,242,0,0,0,0,0,7324,13280,153,8119,5873,48968,0,1728,6231,26657,2030,515,12575,36824,29837,66812,23229,17437,0,23954,62606,96768,20427,32931,100539,75147,665,32415,39981,22314,2054,0,0,0,0,0,0,0,0,0,1044,0,0,0,727,2816,0,0,0,1464,0,0
356,NaN,0,NaN,0,6416,18797,0,0,12837,0,0,1479,3395,8087,0,0,NaN,0,0,1069,21371,0,0,0,0,0,0,0,1147,4138,0,3146,4896,0,0,3368,21418,31817,0,532,981,1734,0,632,11518,15767,0,0,5549,16826,0,673,6267,6373,0,0,0,0,0,0,0,0,0,354,8675,0,0,11134,10687,19139,0,9058,40923,66798,681,26589,19356,38498,1171,1289,11948,13707,0,0,1559,18749,0,0,0,0,0,0,3435,62793,1105,27333,63638,46106,0,9130,91656,111122,2412,1015,42981,138165,34091,21193,17512,12924,0,0,8090,38331,402,5659,76580,73977,0,6116,22466,49734,0,0,0,0,0,0,0,5692,1170,0,2981,963,0,0,2574,40935,0,0,3589,12609,2040,0
357,NaN,29190,NaN,0,24321,56432,0,NaN,12558,0,0,8634,35598,109677,1299,0,NaN,6571,0,1402,39971,4280,0,0,405,0,0,0,0,0,0,8207,13189,0,2526,4401,6278,1229,0,0,0,0,0,0,0,0,0,0,14501,43380,0,0,0,4829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1879,7712,207,18266,71105,124732,7225,74442,59857,153157,26132,8470,36068,21015,0,810,7683,18722,0,0,0,0,0,0,0,0,0,1576,1271,8847,0,2265,44741,67795,2025,493,15404,30206,12684,15233,12599,4919,0,0,1136,7126,0,2725,57074,74749,0,5201,18659,30042,0,0,0,0,0,0,0,186,0,0,0,0,0,0,833,21062,1040,0,352,3639,1313,0
358,NaN,0,NaN,0,55878,102419,0,NaN,29908,629,0,1408,12124,53924,496,0,NaN,11507,1087,1103,34321,3506,0,6146,4393,5346,0,0,0,24936,0,859,9927,0,889,8848,15890,13736,0,280,0,872,0,0,1257,0,0,0,242,2742,0,375,0,19150,0,0,0,0,0,0,0,0,0,611,3594,963,0,2444,7511,28743,2332,28849,82172,130408,4238,61177,38587,130638,35654,10805,26125,21512,0,0,311,8095,0,0,0,0,0,0,0,1830,0,5066,8048,17981,0,1752,39901,57007,4493,1126,25924,54499,35326,17911,17373,6905,0,0,10070,24592,0,10677,58355,84250,204,10811,15613,22105,75,0,0,0,0,0,0,5442,0,0,0,0,0,0,2696,64032,5320,0,13662,36458,4465,0
359,NaN,2693,NaN,0,843,0,0,NaN,1038,0,0,5102,8888,32811,3390,0,NaN,3608,906,5207,54139,4998,0,3970,5057,3886,0,0,0,4378,0,14398,7988,6005,9145,1584,1800,7895,0,0,419,22041,11976,0,1850,0,0,0,0,8024,0,0,0,2947,0,0,0,0,0,0,0,0,0,538,0,2136,0,634,360,5402,243,12577,15415,52503,8869,3994,1808,16498,3513,290,825,0,0,1307,1243,7744,0,0,0,333,0,5271,16994,14439,421,2187,447,17720,571,5155,36584,92064,14305,7135,14450,62205,37367,41696,27300,21904,140,13970,30950,44575,20661,37006,69981,74398,138,22612,41673,41477,14520,0,0,0,0,0,0,0,0,0,603,194,0,312,2267,23662,833,0,0,0,0,0
360,NaN,0,NaN,0,2146,18382,0,11107,32460,39865,0,1540,10846,19669,0,0,NaN,0,0,0,16658,0,0,644,0,0,0,0,0,0,0,0,1315,0,0,0,0,0,0,0,0,0,0,397,2635,0,0,0,4745,3398,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,207,0,5417,7202,19938,0,36448,85122,106171,1913,78968,73976,165230,6467,12757,83529,62207,0,4493,24924,36791,0,0,0,459,0,0,0,9178,0,26091,97439,58465,0,14182,209215,204429,6930,3955,121743,284645,102284,61456,26491,12049,0,7237,26271,43844,906,15696,127312,112193,3923,33576,54603,141922,0,0,0,0,0,0,0,6696,1325,468,3739,2074,0,0,4166,43230,0,0,0,1002,0,0
361,NaN,132953,NaN,22334,76111,145212,0,NaN,47004,3721,463,87949,82366,174505,20365,0,NaN,8254,3865,48001,75464,40629,0,92837,12847,8960,3137,0,0,6462,6333,21675,40223,5448,26081,25992,9378,15470,0,1174,21051,102025,46688,11392,827,0,0,448,39816,147420,6246,10989,9706,103981,0,0,0,0,0,0,3851,15254,26122,88349,38942,53679,12367,58280,38165,94591,20039,53762,101516,239234,50165,40864,19663,109511,30040,5400,25273,20478,0,3895,4650,100880,12587,0,0,0,0,19772,49357,94612,552,33998,18968,69291,1855,22530,63494,129994,34065,15592,42800,120746,92489,38967,39804,28469,5001,37825,66490,110921,48278,59064,98895,128760,6498,41927,22830,55877,8691,0,1197,6306,2012,0,0,0,0,0,0,0,0,211,11051,131444,13006,0,1979,3713,723,131
362,NaN,21590,NaN,0,26731,77883,0,6240,48323,61067,573,13536,33895,93256,748,0,NaN,21686,17610,41348,73189,11834,0,7581,3653,23978,0,0,0,4618,0,8035,3079,0,652,1255,5623,22376,0,1523,0,9313,2541,5803,16062,0,0,2594,22286,32485,0,2001,12596,46253,0,2867,11473,0,0,0,5759,1025,725,4707,16088,6479,327,32151,35896,80377,5296,119518,162356,168832,9408,75669,50876,103529,8979,16590,36891,29867,6654,18844,18194,34510,12000,19005,11304,3819,9724,17202,29419,50326,11163,45701,100491,94008,10676,35663,166213,176369,23670,16078,104284,234410,83295,76300,48433,24419,9082,17855,62869,120267,36154,68630,165356,130817,6717,28570,43324,161854,11053,12836,7246,12263,6283,9236,3218,11365,7343,3711,16654,4336,6283,9619,20990,89422,4878,3802,15411,12273,11066,9162
363,NaN,0,NaN,0,44305,126097,0,0,57109,60184,0,9217,34574,96367,3173,0,NaN,6117,8389,18159,166689,0,0,2528,2196,19592,0,0,23665,130996,515,28631,25841,0,581,13936,80358,91062,0,1412,2631,5127,0,3267,9907,22676,0,1255,51778,54566,0,14154,41259,114313,0,0,0,0,0,0,0,557,0,6959,29247,9460,0,39383,49414,76409,200,83190,167513,181177,3673,78378,63972,132246,7187,17190,78038,59570,0,415,15285,91430,5199,554,0,835,0,0,13681,208926,2731,88069,163050,137492,0,52298,246309,236063,12175,11803,165899,345041,90891,69919,67967,49719,0,12223,91551,155530,6469,58177,197035,180063,16854,54858,64775,135468,171,0,0,90,0,0,90,19919,3569,0,6102,838,0,0,3506,98409,57,0,10156,37712,5752,0
364,NaN,697,NaN,0,41649,178515,0,0,142749,123241,0,4045,48572,153420,6282,0,NaN,0,212,7585,168287,0,0,0,943,2096,0,0,0,44655,0,12752,16241,0,2670,18108,178774,171403,0,9616,24426,52959,350,14513,45763,26809,0,0,89958,197540,0,49243,188907,371218,0,0,0,0,0,0,799,6011,0,4614,22856,4209,0,41680,74569,94578,2054,96615,269962,253007,2194,150746,226455,503221,40538,119471,334612,226776,4722,13333,152537,207596,3664,6793,49729,73092,0,0,3169,338125,1780,201636,445961,299136,0,101272,630150,544806,22663,14915,338441,692185,306320,165189,84350,93567,319,41112,186832,351200,2810,96602,429839,377957,51043,50002,63688,226952,911,0,0,1328,0,0,0,5758,0,961,48961,3944,0,0,13255,212975,0,110,48088,72017,497,0
365,NaN,0,NaN,0,0,8549,0,0,25417,20952,0,141,4682,20723,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,8333,NaN,4096,13155,76119,57823,0,0,0,0,0,0,200,0,0,0,1015,4972,0,493,2998,4384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2049,21321,49879,0,28697,39970,84965,11745,16414,68110,47038,0,1981,15983,27622,1141,1912,669,0,0,0,0,56082,1885,37793,126885,83331,0,11214,127311,132939,8030,901,58292,184517,100489,49693,15260,11453,0,5634,21246,47285,0,8475,68157,87819,3607,4837,7658,20301,0,0,0,0,0,0,0,0,0,0,4289,899,0,0,0,8014,0,0,0,0,0,0
366,NaN,5318,NaN,0,10790,30945,0,0,810,828,0,0,570,6728,0,0,NaN,6753,0,0,33277,4434,0,0,190,9967,0,0,0,2912,0,1994,148,0,0,0,175,3669,0,0,0,0,0,0,472,0,0,0,1171,17910,0,0,1309,14906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,6737,0,1546,10192,37307,0,305,5427,48412,6380,651,6772,1437,0,0,0,660,0,0,1287,694,0,0,0,3589,0,1014,55735,51951,0,1529,79351,81048,5482,333,9140,86235,53497,22110,5952,4844,0,0,12604,77298,609,15868,78197,110150,9568,809,0,13129,0,303,0,0,0,0,0,0,0,0,0,454,0,0,0,22458,0,0,0,0,0,0
367,NaN,12568,NaN,0,4503,3577,0,NaN,0,269,0,191,6564,33033,390,0,NaN,16516,0,0,19046,14150,0,0,0,34727,0,0,0,3806,0,1727,1448,0,132,0,1292,4918,0,788,0,0,333,611,4215,0,0,0,2591,28513,0,2183,0,24013,0,1992,5444,1215,0,0,0,243,0,0,0,1136,0,327,650,8090,0,811,21858,63026,2223,1223,6467,51269,10377,12034,48911,26083,2103,2210,2820,6017,0,1529,0,2795,0,282,2207,9556,0,3761,49063,53825,0,2799,102304,96459,2428,592,13597,77629,31861,21221,14427,24263,0,155,43835,127901,581,30248,157182,149495,0,154,108,12532,0,0,185,0,0,0,0,0,0,0,182,635,0,0,777,808,0,0,0,434,0,0
368,NaN,138152,NaN,4143,71322,119949,0,0,6355,8174,3769,68579,80524,240353,7016,3747,NaN,26605,57043,126482,215243,54206,0,61711,11391,37593,0,7510,0,2890,0,23618,7633,0,10137,11277,12842,16552,0,8961,4675,11523,1341,4951,5731,0,0,1615,35678,76542,0,1731,8030,35072,0,1333,19396,0,2384,0,4918,1947,0,1541,12596,184,0,22130,63647,76932,3522,114790,225160,240539,902,51901,63562,181287,31084,30271,196921,92874,0,10962,402,11142,2373,4447,2443,1135,1673,1404,9127,13101,2279,18352,79960,158859,399,39904,383692,376874,20012,3953,79858,238887,175351,127541,75394,31359,11180,11445,58004,182943,0,60543,333693,289500,10182,40089,41519,12152,0,4941,3110,26859,5102,5324,6148,11053,1284,3582,5507,2535,3554,2494,27828,169482,6546,4847,19488,25681,4323,5696
369,NaN,104332,NaN,7558,62379,181647,0,0,0,24071,392,70809,25948,178896,20521,6352,NaN,78280,12065,59653,177178,38097,0,64098,31271,93171,0,0,0,3505,17605,62652,6732,NaN,49252,17627,2876,16089,0,8037,5112,23167,9206,4255,11084,4524,0,1564,10801,49426,0,2407,0,49359,0,3536,15860,1633,2620,6852,12528,1789,0,1197,3294,6437,836,70077,59957,203382,37285,125217,102922,354449,42990,19236,10474,103999,32283,17148,5202,28053,14125,6861,3480,79983,28968,13679,14229,4772,11966,60563,9477,124949,28922,20457,9257,123493,8235,50649,134611,265724,110800,16571,14376,99314,219967,74784,71818,122639,58051,80047,57438,258366,60918,121659,209208,264237,45054,73854,39305,48812,6488,7533,5422,73061,10974,12278,3778,6093,723,1863,7059,13729,3916,3165,34480,261520,23172,2869,13385,19174,3721,1869
370,NaN,0,0,0,3871,NaN,0,6137,3290,0,0,0,0,0,0,0,NaN,0,0,891,NaN,27127,0,116813,37762,2337,0,0,955,0,0,3299,0,0,0,5944,0,0,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15681,90535,5914,1416,0,29862,34901,2786,0,4980,4660,836,0,5192,1047,833,886,0,0,209,0,0,0,216,0,0,0,0,0,622,0,3714,0,28939,64014,23895,0,21254,59587,4197,0,515,1044,1240,2389,37586,10527,85307,2939,107989,14994,NaN,0,8883,28108,33788,0,57013,56325,0,0,0,401,8553,800,0,0,0,0,1040,46477,1855,0,2363,7494,0,546,0,0,0,0,0
371,NaN,2638,18490,16519,54077,NaN,0,6866,10269,0,29625,107773,31132,23168,13602,0,NaN,0,6106,150677,NaN,110562,0,283022,83515,4121,0,0,35591,0,0,31887,13644,9109,7343,64990,0,138,NaN,0,0,3707,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39685,166250,31331,8119,833,53295,111483,27753,0,46575,55906,2943,0,19039,9648,24406,6246,1631,7027,39787,530,10483,44598,63035,1660,4956,0,0,0,4851,9878,61061,0,65493,191325,96975,0,66544,370837,124705,1523,14468,48104,24571,25015,52298,23401,157099,15161,217861,71204,NaN,158,50116,174209,144412,3083,128171,106265,407,0,753,46721,94215,24753,0,0,0,0,15447,121891,38043,8005,10772,10593,5518,2651,0,0,342,0,3967
372,NaN,7023,121908,43181,20695,NaN,0,NaN,31840,0,138330,781128,241145,218625,101339,0,NaN,5042,29637,244326,NaN,209438,8534,265253,45820,20356,0,653,0,0,2598,36636,3818,3031,1237,15281,0,0,NaN,0,0,1742,0,0,0,0,0,5137,0,5385,0,283,0,10139,0,0,0,0,0,0,0,0,88106,88267,484,39698,22046,16266,51032,20056,0,55972,70838,17942,6150,4636,95,13094,8989,0,0,2068,2114,0,196,1331,0,0,0,3840,12183,7103,0,58384,0,29182,15499,31353,8272,43641,135871,56863,8096,16394,2354,472,187343,153640,66653,382943,41411,113158,12916,NaN,9222,1364,25905,101574,27505,26336,13591,357,0,0,4517,29052,6979,0,0,0,0,4496,31118,51515,48264,13251,10478,18520,8058,0,0,0,0,4139
373,NaN,3126,6284,5395,18150,NaN,0,26223,19197,0,127516,775911,223290,146665,108644,8480,NaN,0,36302,339874,NaN,198978,1350,436323,33206,892,0,0,0,0,157342,60399,39879,9916,1747,40593,0,653,NaN,29323,2620,121224,18812,0,0,0,0,679,0,0,0,42089,24575,85154,0,0,0,0,0,6722,125247,150720,15181,29490,795,0,0,15366,49203,9568,296,56934,39160,73243,15001,6142,0,0,33929,58951,595,42118,22963,127,78,0,215,37444,0,0,396,74139,2413,126771,0,71283,10141,4500,14084,90980,212675,102735,2196,64280,22142,14655,241732,319734,48550,406340,41169,246455,14393,NaN,4167,59557,77050,180831,68453,110206,39887,0,0,8337,138182,89073,15486,0,0,0,0,43465,80063,46282,15479,31649,75388,54964,17214,0,0,0,11748,22707
374,NaN,22606,100165,112850,50450,NaN,0,1234,13839,0,380410,1194622,316477,301167,282881,102816,NaN,379,NaN,576737,NaN,378357,8031,659266,15276,6994,0,0,0,0,384945,91239,137558,17432,34180,215695,67982,16907,NaN,4655,2719,224896,39532,5774,0,0,2648,2605,0,0,0,192,0,342,0,0,0,92858,117838,26248,134844,149447,95290,124309,23709,0,3564,107932,234531,96498,2295,305449,166082,105280,21860,16553,114,9485,80844,115146,5932,141766,61885,14256,29904,37533,19321,147863,0,46445,33337,113561,2084,316134,4263,205547,49931,52627,46876,290874,519655,160057,18526,122091,107130,82152,315800,303682,97226,584429,127335,520168,21077,NaN,13646,47039,99737,213288,123040,129352,48367,0,0,55209,640734,398077,64285,0,2082,533,1516,134617,200028,142099,45972,56366,179480,100318,39099,1938,3843,110,9965,23993
375,NaN,118362,390502,265383,319056,NaN,0,17740,32813,338,847944,1494908,479493,660661,427781,396926,NaN,133,NaN,644943,NaN,342580,30304,606018,17751,31707,1740,1456,0,1518,649549,81743,113785,81590,54042,179785,97175,44387,NaN,878,770,176064,47396,6571,0,NaN,51269,22678,4700,935,0,12486,269,9725,0,0,0,10546,80135,54013,165916,289055,279094,135198,12512,93364,171836,130330,175770,293298,25175,529171,438678,277598,110505,36660,453,14489,91570,41483,19093,258857,80852,23157,31109,8135,24373,67629,3224,27916,43491,68556,2304,183741,20020,51447,31456,80060,58648,274555,217085,281445,75516,232302,476999,551191,406141,143507,143275,542439,316912,142391,2084,9224,71663,33676,178649,398010,111754,186157,72879,88,1063,39050,249035,260801,41110,82,2375,3487,12248,85304,186940,154958,129408,92172,182587,167684,58465,12875,1240,890,6452,35837
376,NaN,49427,283841,46465,54945,NaN,6556,2276,5650,7157,504303,467059,49955,156907,143148,116570,NaN,7919,295973,512546,NaN,120775,25676,127204,0,11117,11173,7494,0,0,22803,2208,6491,17834,1039,945,0,3137,NaN,664,10398,81668,37101,4050,19294,NaN,45245,11874,0,5789,0,2360,0,35852,6669,0,0,0,0,1173,0,1296,85331,53003,3439,28792,43797,21526,5217,31421,8186,31121,34703,70782,15710,6497,5136,18055,26654,2018,432,95860,17990,1127,8320,19058,28192,29354,10120,97632,33761,17178,4372,146990,10104,34726,14709,142817,52894,108948,64928,105549,65845,86524,87168,78841,290244,79647,91780,347457,163849,17152,9923,NaN,92007,8646,51896,215173,61481,44908,45678,58388,17893,33478,184999,138097,8481,410,358,15924,51704,118496,63457,198670,110916,23544,25460,149632,51968,16857,2688,11250,81239,12090
377,NaN,1821,78594,16654,50187,NaN,11726,11478,9528,1352,172101,162962,11629,54017,66300,42311,NaN,1844,125577,146080,NaN,56002,18193,13855,0,886,23184,9003,0,0,14290,202,0,0,183,0,0,756,NaN,0,0,0,8680,0,0,NaN,5173,10556,0,0,1380,0,0,0,0,0,0,0,613,0,0,289,9633,464,0,0,1549,0,0,0,0,0,0,0,2063,231,0,0,1002,0,0,0,0,0,0,0,153,0,0,0,0,758,0,852,431,7037,515,5711,11246,48488,15456,19327,14194,23444,44314,93484,111810,32622,15942,84048,62024,16132,484,NaN,15894,1053,33987,74316,20954,18814,5123,2097,29625,36690,149980,105275,4150,63,3276,46520,57463,19217,19390,121639,86212,7404,19627,86304,25688,2170,1015,12188,80810,7226
378,NaN,5974,80957,65899,105862,NaN,843,25023,12353,0,98949,152281,6517,28604,39248,27641,NaN,523,150067,247657,NaN,61493,15914,35593,499,9450,0,0,0,0,0,298,0,0,0,0,0,0,NaN,0,0,1977,0,0,0,NaN,4943,1593,1800,10526,0,293,0,0,0,680,0,0,0,0,0,0,1415,0,0,0,0,0,0,0,0,0,876,0,0,0,508,11154,4234,0,0,1128,0,0,0,2594,602,0,0,705,0,0,0,305,189,1168,821,6005,1877,48170,16325,32977,1224,24141,20341,60503,99984,22341,8450,72993,31083,13755,0,NaN,975,363,8512,35621,5531,7878,7015,5193,14913,16138,79194,76350,1777,174,1483,24923,53859,15991,22493,124129,149222,12717,26914,145213,34962,4272,0,9545,89760,1953
379,NaN,152,43237,9604,23609,NaN,0,5837,0,0,9002,37916,1542,5230,543,2118,NaN,3973,64185,125515,NaN,9566,5962,8488,0,4223,0,0,0,0,3431,154,0,0,0,0,0,652,NaN,0,0,0,975,0,8182,NaN,0,666,875,3157,0,0,0,12794,0,1272,0,6926,0,0,0,1475,8621,0,0,627,2319,0,579,7146,0,0,4409,6546,0,582,0,10654,8276,1418,537,5770,906,0,3186,10415,5864,6862,5486,10887,703,0,2499,4280,1579,608,1211,9675,12382,59586,16425,11432,4705,15141,8461,29019,45762,11730,5034,11617,10078,7476,3466,NaN,4408,4053,3479,15553,2440,5723,8076,7712,7975,4242,54788,60663,4065,1005,2626,1823,3600,0,4571,3288,3388,2961,3479,22895,6112,1153,1043,3228,7382,2007
380,NaN,108422,124059,107130,53567,NaN,0,0,1912,0,97181,99980,17903,42920,34229,14385,NaN,0,108173,204715,NaN,54582,24635,35395,942,16265,2777,0,0,0,1717,327,0,0,0,0,0,0,0,2604,906,37496,9740,406,6957,NaN,65087,21448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,185,0,1747,5991,7293,30007,2421,12162,12817,11964,1454,90,0,0,0,0,0,3161,0,497,2528,8117,379,8483,606,7355,0,19285,207,13957,228,29298,6499,1383,4605,91583,10493,17452,3022,14700,5219,11753,87824,16052,5283,39283,27941,13881,0,NaN,1584,0,2193,39858,9182,12025,2347,17839,10440,13796,89839,98483,5080,0,0,5752,4936,263,652,29768,70013,3416,9953,107473,11212,221,0,0,5845,234
381,NaN,115835,226359,140768,117672,NaN,0,NaN,5243,679,228887,220897,7612,64555,27844,10143,NaN,0,49665,109429,NaN,37842,9591,13550,0,8551,817,0,0,0,449,666,0,0,0,0,0,303,0,0,0,2621,11648,0,390,NaN,6070,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,171,0,0,0,0,417,4604,11518,0,0,0,0,0,0,0,0,110,0,121,1097,29616,148787,24406,49344,6170,26856,68266,106548,108793,24407,13571,105933,32559,18189,0,NaN,485,376,51785,68416,7342,15594,858,4670,22450,31671,140969,117051,6482,68,0,22572,56173,20812,19393,88502,233626,16481,14445,122648,21741,13886,551,9987,103792,6827
382,NaN,40679,158167,28806,18246,NaN,0,NaN,0,0,164889,137688,2415,36506,45584,26333,NaN,4498,154653,168021,NaN,69627,26303,25096,0,0,21491,24137,0,0,44834,1003,0,0,0,279,0,109,0,0,0,0,253,702,0,NaN,33473,13034,0,0,2646,1775,0,0,0,0,0,601,0,0,0,0,2053,93,0,0,239,0,0,999,0,0,275,863,0,0,0,1128,0,0,80,1869,0,0,0,0,0,521,0,0,0,0,0,0,0,0,0,1466,93588,150361,54470,98136,34342,45676,28355,185540,174787,39135,23631,161589,75036,27835,15018,NaN,20705,8238,77594,86256,44889,40598,5512,37212,51878,5679,66510,154411,7991,805,25795,108467,76337,60051,44705,224622,234139,36486,31199,195550,40632,4850,2166,44156,145386,24922
383,NaN,15265,0,22853,60408,NaN,0,NaN,2279,955,32726,12998,9044,52095,781,913,0,3157,17251,38633,NaN,9720,0,2627,0,1489,0,0,0,0,0,279,0,0,0,0,0,2086,0,0,0,54283,9344,5361,34767,NaN,11205,392,2557,10008,0,365,320,15454,0,0,0,0,0,0,0,0,5553,5518,1204,0,163,615,1326,16791,0,16296,10431,8181,2033,30287,4015,68169,2082,3306,4560,12920,0,325,726,9385,5550,12174,2870,9341,2033,3058,12627,20344,784,7122,5421,44156,1430,57495,15004,59377,5192,6157,20062,79175,30393,9843,2166,31362,3650,9968,1673,7420,161,0,3545,8105,4353,6377,1856,9204,0,0,17930,44965,0,787,70375,82077,3559,22779,16656,117266,7100,17365,30432,106696,611,466,1126,2499,94718,13110
384,NaN,29181,4161,7682,47440,NaN,0,0,10716,24511,37358,54125,12474,80115,872,2085,0,8927,31830,61456,NaN,12675,0,5284,2610,5173,1608,0,0,2338,581,5811,269,4031,2321,992,2635,22945,0,0,0,78510,10242,7556,64818,NaN,28694,0,2444,15225,0,1979,0,33428,0,0,0,3569,0,0,0,0,8101,921,919,0,0,1429,1531,3232,0,7231,4086,6875,0,7923,1089,30145,1800,5801,1953,10212,0,223,0,13376,1035,8902,0,7498,4466,8042,9667,24352,878,5914,6273,43564,0,27571,11162,33093,5534,12305,9613,45716,13054,18053,4722,22357,283,10768,1917,6408,0,7153,2276,11230,338,2989,1512,5359,0,1103,19931,37252,161,2149,38254,78383,12151,3660,17286,72380,21224,24348,34423,146751,3774,365,3332,9734,91235,26631
385,NaN,80264,136752,70052,27897,NaN,0,0,0,0,125332,124726,5412,59551,16411,15383,NaN,0,139665,204399,NaN,52300,24318,41353,0,7771,788,653,0,0,16467,401,0,0,1041,0,0,2921,0,0,809,13950,17824,6904,0,NaN,15317,11111,0,0,1590,9263,0,620,0,0,0,0,1579,0,0,0,9057,1479,0,0,2050,1740,0,0,903,1175,3699,4842,1512,2023,879,10057,2791,599,840,2824,0,1556,2107,14552,1283,1235,0,669,0,804,0,492,126,1700,0,0,33580,81292,17193,41452,15220,22598,10676,79601,165786,17653,15273,136605,22658,5472,1396,20836,12325,2083,55389,84645,22396,28181,2146,6427,83665,6087,64749,153647,6351,0,1958,42354,74812,56928,32786,168417,232476,37544,29712,201449,38244,7981,1455,16493,200092,29210
