Site,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144
114,NaN,75644,712717,293201,26707,1581452,2746855,786524,0,8122,612912,298350,7851,14732,1212156,NaN,25795,1135287,2690302,501610,93526,962350,1946550,402998,0,151473,1442570,1341163,NaN,746839,2284434,251505,0,757249,2368256,889578,26032,230353,1137479,664576,1566,336002,1984838,837408,3651,902002,2204481,1135844,2048,185508,1549864,771265,3071,385900,1310809,140990,0,11383,338494,479997,135257,898682,2545287,536545,0,15430,448322,497077,85743,100963,1181286,288736,1735,331471,1616678,706793,667,63351,1000296,560924,10344,125078,933823,204942,1705,164314,1633823,1337421,95,249815,1066201,242004,0,213545,1570420,1022987,0,83226,2058476,633003,69493,417098,1087839,49904,510,633,252060,271643,26881,33893,302517,32342,4405,120118,893051,223043,2997,451705,1676926,340061,0,447,93631,17381,1520,107449,708047,169666,166,317975,1351640,543418,13505,76,208868,165042,14511,225377,1396539,503203,1278,33881,394603,173468
115,NaN,26301,590749,131120,17129,1303459,1908440,475692,155148,349,508849,196662,12815,11195,774255,924149,33282,693024,1765181,226629,112787,1190452,1502923,85582,0,362595,1145104,839707,NaN,431778,1478825,193741,0,510483,1466481,217374,14426,249091,1009210,474278,1514,326929,1766092,502578,111,371649,1381333,668965,1435,195784,1501912,945701,13501,1016588,1448185,106628,0,29084,384763,514264,17939,503102,2314655,316664,0,66603,866146,591883,66379,210610,1079995,201154,1848,243171,937489,295838,2470,44711,758347,505942,33031,322136,1255043,187053,1963,241085,1525802,960941,1221,128421,582821,78670,623,213039,1473334,800478,965,187605,1616077,399241,31203,588200,964357,9393,1248,6648,240511,191586,39543,64100,313232,34675,3615,128221,998796,216774,6172,582564,1514677,189844,0,16389,302258,56544,3751,165323,871228,138052,740,350469,1616098,736961,65629,16187,262286,182172,12835,365298,1370692,254962,1440,21695,413266,166165
116,NaN,40442,449619,211076,128979,940826,1385248,516525,2311,13333,619902,293422,20122,11094,529207,499311,12455,203463,1018263,494351,133458,608672,1032097,236048,0,217293,863692,591886,NaN,191756,895775,227655,2184,217357,1013726,333349,18607,109464,569506,370679,78,184992,863209,370196,8693,299913,890901,479578,683,112104,652932,407536,6522,260485,666376,90472,0,30329,178979,97171,2908,180956,709875,238933,0,4108,314359,208408,16078,92470,653288,165315,0,100594,528155,227686,0,3874,219034,181148,12665,104248,561930,219264,168,179942,857893,597828,174,19260,209689,89329,0,154783,823854,506805,0,68320,853146,252406,37588,236518,705821,150608,0,942,85638,78567,17363,52073,272436,68101,0,101914,568611,204073,0,224401,775697,179623,0,1526,153931,48061,3485,153412,538883,115567,988,231086,752066,346162,26429,0,83185,67953,9513,172254,626345,257772,0,55729,474443,269420
117,NaN,103569,696236,282682,159167,1162328,1478542,526532,11013,18301,661104,296924,25335,11110,750986,793701,9338,306396,1176767,514265,204456,599585,955699,181426,0,383710,928228,746930,NaN,304321,1018486,231613,3632,203066,917096,358304,21012,66097,444469,368642,270,207871,955948,449135,253,148077,728092,501345,4289,101863,NaN,483429,44068,568701,832591,128457,0,3426,125298,196857,20301,300782,1153933,313708,0,15598,540134,278797,15379,92239,585932,171668,866,150560,706384,313021,2491,16871,379975,273050,22383,133825,673994,235850,490,159799,932289,620703,0,37878,315666,101128,747,154731,886647,552296,38,125764,999803,297588,60943,307424,785463,132900,294,1160,156485,105501,18464,38388,328807,90803,6165,77066,588654,308618,148,349147,1009798,218679,2294,524,123202,19088,1403,109663,594057,144579,1802,203697,835252,393114,43497,55,123415,98287,14632,254058,872925,318995,409,64841,572058,317496
118,NaN,44842,446529,110315,47861,739684,1046439,437885,944,8489,384207,130792,375,1169,490194,571745,19556,301371,910660,286485,82188,343383,679860,123816,0,193097,913478,778172,NaN,312660,1576457,144663,850,131268,1089973,466541,11138,34773,337636,201281,0,87790,669216,364600,844,72145,756720,506383,2331,56122,768859,398626,17068,356973,980272,90428,0,2476,114122,150776,6389,125416,807706,295229,0,25864,601054,382117,11343,98732,680229,150734,409,69782,355878,157885,382,9741,354745,258151,56561,188175,874365,243333,0,168970,1223607,824929,0,4940,128688,36866,0,84911,925581,682612,0,97186,1467214,460611,84145,331582,913215,101364,798,967,106055,97436,21160,6929,144541,52197,489,49632,477569,260928,1129,340532,1217332,258805,331,733,67639,10366,231,48439,338034,84917,148,201942,936331,509813,18435,1395,217965,164931,1334,127975,1035222,262448,640,3204,120340,70795
119,NaN,6204,84235,42248,0,180177,437791,175400,0,2192,86926,16864,900,0,129392,146011,1788,68552,300720,150467,43902,156534,368181,133944,0,29498,229824,187167,NaN,31957,311497,38305,0,14106,263830,113111,11224,10691,75514,44329,0,18953,197851,125436,0,23238,191713,106794,0,7837,56250,20779,0,34724,191710,6472,0,0,6017,13768,0,33552,232430,99166,0,7818,135197,54865,0,13925,103120,23813,574,13101,93917,45189,264,430,62509,45890,0,17496,175679,61428,0,15056,183456,80389,0,1819,15896,5382,0,10001,158492,124411,0,17520,296622,96421,9548,59485,320790,79736,1191,0,42648,24091,729,0,34810,16680,0,5753,84462,68285,2279,70105,327770,65755,0,0,9087,1727,547,3512,66374,19897,0,12620,160520,75624,2550,3619,51087,50975,2550,28638,307417,126373,1701,3976,59585,35806
120,NaN,46549,550393,134593,NaN,917761,1515880,642050,0,23952,405519,NaN,13015,36351,870807,943078,3945,470832,1293530,400264,101746,623765,1059147,277483,0,428659,1285687,1045542,NaN,392931,1452823,171889,0,31534,1065087,424950,15222,35239,382793,271798,0,89038,989492,609378,2085,180660,965788,435440,414,105436,NaN,346641,22197,393725,701920,28581,0,0,48931,99855,1030,137985,1045476,312658,0,12029,449093,248871,1451,91715,648858,153270,0,77229,558187,234992,320,24186,504508,332010,1586,146093,843416,301615,626,163666,929864,552541,306,37080,280699,87655,0,106788,952255,604076,0,163495,1116992,358387,28777,254096,975653,193445,49,1089,181707,85304,75,10583,199665,111562,1573,51655,603624,392398,10345,450044,1189704,258465,0,1518,213560,16952,896,85382,599398,162448,671,215697,798280,308223,2580,2808,175032,136634,3928,136494,1031360,440094,241,25016,341906,185410
121,NaN,64629,658934,163574,NaN,1307821,2120667,927327,0,11523,502097,176138,2859,12907,1122159,1215231,41059,850996,1968734,539720,127632,862911,1380423,340458,0,381727,1483047,1349218,NaN,715624,2161022,148536,0,70399,1484425,726622,26999,77352,793959,585454,0,171810,1355982,743120,1581,346327,1523255,608288,558,99793,NaN,470018,12433,557904,1240897,132521,0,32782,357689,320812,21447,227937,1480271,314777,0,3820,504310,302388,596,95132,819624,222051,0,160680,865014,382112,642,42295,679390,451812,12730,199146,955134,421672,2462,181725,1364239,976793,1745,115977,730368,265314,671,170904,1241544,809324,0,177540,1518304,508453,60257,359998,1264711,245185,564,148,276717,166312,6172,6273,279711,142838,1456,75031,919300,425879,2033,559486,1601374,388927,245,180,261310,24711,2184,167290,974149,244055,4451,383443,1323760,582558,5640,120,398278,278576,7967,264869,1461767,618972,746,36674,416022,225382
122,NaN,281416,600119,NaN,NaN,1147688,1208134,406342,0,1609,304319,NaN,3403,64305,897736,552526,45798,578923,1287294,155213,31016,432482,705146,75829,0,713947,1053799,827928,NaN,478469,1330521,24952,0,89438,1061961,246282,959,202145,835421,400337,0,91307,847319,315948,561,224999,866607,248619,1158,143942,NaN,401092,35332,584980,772135,52204,0,31356,376425,293082,7409,459915,1058394,114983,0,35229,361762,136475,7532,260249,888136,109958,626,351109,932654,287750,356,35327,516223,303084,3813,364982,952042,246376,555,258152,987075,529393,559,104007,602434,235376,992,353393,1242567,451976,40,270668,1072032,249083,11078,296546,812396,42536,409,6557,325397,178774,3163,120011,485583,78526,3418,154107,825149,193821,1533,316285,893511,109952,144,13997,342852,46576,2737,304235,975684,122050,2150,289950,900424,249202,1063,52641,504016,288419,19072,541861,1161644,283252,64,5810,243552,160559
123,NaN,9505,105174,NaN,NaN,283557,394023,158704,0,NaN,100587,28246,0,0,206985,127071,442,227028,436058,49646,45525,369853,424588,2906,0,665205,608466,370865,NaN,210455,535021,315,0,63329,332637,25893,2328,170319,483465,127557,0,170743,654773,104501,0,29271,213853,63343,0,93490,NaN,130381,10423,458321,423708,25513,0,7468,117193,81513,4827,59666,393193,47747,0,6997,126977,68772,0,74988,291159,19029,497,57616,169418,42917,1182,11379,131594,84448,1991,103456,284528,32250,0,54247,255944,116067,40,16472,108199,14103,0,64991,353118,163945,0,104768,458461,76867,7487,194899,334545,10570,0,16745,197234,54508,2437,18222,74439,7023,5667,38225,183223,26889,504,120751,299299,26803,968,769,71235,7231,1222,60634,243306,18347,6921,89194,409060,134767,27855,309,137814,78018,3925,108157,336994,34763,0,13303,173730,93322
124,NaN,20171,NaN,NaN,NaN,624762,1036373,379626,0,NaN,219835,NaN,0,2032,368648,498036,366,226866,850484,267166,136023,657464,961545,146932,0,417424,885425,564203,NaN,128678,840554,82722,0,57240,839648,192049,11470,34208,310120,153018,0,54366,562857,275368,0,143138,NaN,221408,0,102931,NaN,135830,600,150683,349227,23184,0,0,15295,13510,0,NaN,571108,93714,0,30621,469354,106543,0,45947,306660,46555,0,42351,316979,101067,0,18257,371217,177982,2243,43301,443075,177960,1118,46222,398419,252382,817,18517,235575,63984,1941,25832,381141,304343,0,91076,698225,156955,29908,234964,690892,105333,0,541,132482,26319,1018,643,101017,51096,2322,31871,450196,205975,5081,233121,651313,124605,66,154,149231,18952,0,50183,387629,83730,357,136655,525071,193614,6387,164,216877,98763,3831,108742,466961,162415,64,530,25485,7254
125,NaN,2622,114328,98470,18324,612594,1323653,661068,5104,147403,1047919,466208,28064,142573,1161690,1087842,679,222252,980921,460699,180917,548032,1272625,91188,0,754881,2013084,1410515,NaN,341898,1475934,41235,0,49785,1357949,315905,1041,152276,1047185,315907,0,112857,825039,296143,0,80237,665848,213691,0,75929,756754,314050,9213,360761,890910,75275,0,16395,54099,10304,0,7429,544203,340591,1266,10601,998214,636256,32581,387551,1195572,167038,0,27602,259701,97132,0,1564,918419,829756,356284,1135192,1609888,428769,4349,120367,1139989,815171,77,2113,94634,42425,261,84456,1143069,932098,0,241839,1540756,383149,43448,290303,1140703,191834,142,35,87940,67261,28676,39,87625,68083,132,131951,773461,346584,1796,387733,1355362,312593,46,183,38751,4198,63,10160,372286,135569,4214,292569,1031447,555778,53150,0,287600,199416,1437,94279,743073,240988,94,616,21835,5324
126,NaN,0,71417,69063,9984,370579,1040160,457735,6058,104991,716992,228856,5854,86677,915781,631561,0,51002,452596,293605,174036,571814,1403425,277845,10346,549834,2236383,1625560,NaN,180872,1620752,27521,0,68918,1288483,239758,3622,99252,649808,354595,0,72250,879022,330984,88,141984,1124513,359189,780,113437,999749,442787,4391,274023,813434,42425,0,0,0,1091,0,17916,429051,267429,0,2760,743463,526276,13180,364217,1573590,143205,0,44981,301114,103800,195,5466,870523,748159,239752,984994,2147414,517135,0,114627,1300787,947340,312,3872,98088,21527,0,87094,1149659,910287,0,193203,1986254,476986,98064,363554,1352719,217057,0,0,167765,101278,32174,344,44086,25387,0,51946,522810,213221,301,338037,1268615,299716,709,0,8254,0,0,2127,218393,90763,1255,129368,632981,335322,30282,0,139872,91441,68,26935,514967,143070,0,143,47457,24083
127,NaN,4059,19287,14321,0,57850,347297,97546,0,12287,167852,33936,0,12849,361489,296282,0,12210,163693,60107,44973,187744,445856,79261,0,115451,640991,423873,NaN,89358,985306,978,0,9703,423548,18005,609,14206,93088,34386,0,10132,267853,43315,0,5828,153766,34965,0,16681,139872,31419,6599,46773,176977,546,0,5183,12946,614,0,23602,287296,110511,0,75284,313051,52088,9697,75202,429993,2725,5487,18034,97541,16625,2752,2771,147114,90055,586,78726,750922,114242,3072,10556,278946,134720,4235,7952,103325,14541,0,7351,128566,49281,0,10321,339385,55851,3258,46750,737728,118819,0,848,124610,23915,3740,0,5301,78,8228,6652,82703,13139,2833,40487,211645,26935,109,0,16955,104,1401,288,14107,1040,2177,0,179927,45654,52148,0,42550,18802,0,16349,333850,44998,0,812,13495,685
128,NaN,59920,135851,70651,0,809319,1837729,442841,4354,321338,1240670,292434,3533,232160,1569598,852709,32249,85780,872102,235145,73430,769606,1128018,41840,8281,649060,2047361,1141133,NaN,574906,2536861,5315,NaN,256626,1256167,16246,5322,111851,663892,225669,9373,109474,1245682,297393,3184,100728,832120,188753,5342,118949,684480,157785,32286,136014,672545,16214,559,3378,19093,4122,5789,58932,603236,173194,1762,118874,725100,210407,4425,582555,1346972,18467,30046,237471,547523,79779,9739,22816,681794,356148,5265,619100,1814844,148453,1749,45022,331173,76626,2303,56636,163984,38137,0,319642,1472324,514357,8615,132472,1635629,134047,10767,190741,1578611,94613,7095,27180,265366,73203,13749,24618,14959,1037,36196,68098,246110,26372,17786,245615,620262,64520,6577,66821,183873,4877,21769,86860,367828,22485,20548,67799,279875,88734,30488,66802,121789,47591,50277,134985,855220,87188,25670,38593,69430,19693
129,NaN,57431,303501,86860,0,1374217,2098122,136675,0,453314,1434777,190875,917,127834,1985986,433985,9071,90756,664660,113306,94646,763049,665788,799,791,1063657,2794625,1494329,NaN,1191309,2657009,0,NaN,467368,1403481,0,241,364432,1408631,186983,0,204442,1213992,55770,0,25955,1057306,422951,0,236337,1948438,544708,4840,527018,1435115,3321,0,4724,23393,2446,2551,272492,1001121,141594,0,20773,507432,185492,1275,483793,1384006,837,6057,163911,570670,94793,408,10231,604798,427904,2006,706315,1246767,35557,0,32279,208743,92666,0,58296,174278,21639,0,304938,1739832,396256,6033,67891,1806282,171280,7814,236209,2143339,152803,692,9417,330814,117518,4888,10048,30271,184,17082,7392,95486,11837,9648,191480,426432,36196,0,78291,449495,13213,7738,279222,1164982,64571,8523,327747,878932,151254,21671,7592,37918,29887,7716,85832,795395,106357,0,45503,509708,165995
130,NaN,0,13934,17523,0,155931,352872,45056,0,90586,321113,75383,0,64207,421943,99738,5046,25425,250586,44176,26374,239860,418698,8912,0,715645,774391,168391,NaN,363136,819899,0,NaN,159253,501787,4195,0,43023,237482,185105,0,228035,734287,33174,0,70422,375633,72139,0,69036,NaN,46058,0,126223,253779,1358,0,1332,8524,199,0,0,22324,4497,0,19461,123688,17147,0,65540,236913,4875,1587,71696,205435,34916,0,4449,291484,160273,1794,357598,434452,18307,0,16796,189839,51804,0,8052,64464,16582,0,59302,190844,38711,2619,31959,392562,16895,2279,180901,656727,9599,0,1585,121616,5975,1035,2272,26201,290,2855,940,7562,2854,4385,12895,56136,1423,0,816,62344,0,829,41803,170985,4846,3583,36483,80628,20867,1730,0,326,3816,0,0,178,0,0,0,2412,434
131,NaN,6104,NaN,13148,0,170192,332195,50349,0,NaN,NaN,29796,0,1095,151601,NaN,2890,38665,237363,42776,51562,NaN,219528,16903,3895,88686,286227,NaN,NaN,47410,NaN,NaN,NaN,56752,NaN,18134,3446,96421,187402,97616,0,NaN,280505,45047,0,NaN,85126,51892,785,31526,NaN,NaN,383,121231,151410,3803,0,0,0,6584,0,NaN,206072,18481,0,20826,147835,14369,0,13568,62887,0,743,36700,124067,22690,0,3925,97571,31490,558,16543,73959,10518,0,1873,785,717,0,405,13994,2368,0,14241,75387,13421,0,8420,56313,3830,883,10681,38934,994,0,0,10973,0,739,0,477,0,1000,0,5851,1469,0,6195,28857,2444,190,530,14500,0,0,0,29237,2007,1753,10075,62945,28530,4163,14255,57859,13124,0,6590,16745,148,0,4422,1176,814
132,NaN,995,NaN,699,NaN,39737,NaN,14235,0,0,NaN,9494,0,0,117799,NaN,0,0,71960,28671,10437,NaN,231672,22126,0,100203,376838,120327,NaN,56283,NaN,NaN,NaN,41715,NaN,0,0,46379,156671,123017,0,74257,263431,8252,0,NaN,32977,10516,0,16239,NaN,NaN,784,116434,140863,154,0,0,886,357,0,NaN,107035,13570,0,0,36619,21166,0,36717,59770,0,0,16204,56945,5560,0,0,45501,32071,256,37150,159885,23370,0,13875,99766,33744,0,12551,92725,38882,0,1479,107586,46714,0,17394,141687,7917,3198,92807,239592,10404,0,0,72715,2802,0,0,10603,0,0,2893,50034,9675,110,23797,98690,8496,0,21246,119906,9123,0,42810,198641,23934,0,7099,92739,33340,0,0,94308,28900,151,27382,192904,23027,0,111,14879,10717
133,NaN,12752,NaN,NaN,NaN,280196,NaN,NaN,NaN,NaN,NaN,NaN,0,54307,285230,82870,8714,NaN,NaN,NaN,3281,NaN,NaN,NaN,NaN,100215,NaN,NaN,NaN,24881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,236230,344134,215165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6182,0,48619,NaN,58066,3682,258593,153402,1194,0,7187,29171,44609,0,NaN,295082,5122,0,6612,NaN,31957,0,90401,NaN,0,0,NaN,NaN,16972,0,58148,206919,52800,376,145844,217418,19650,201,80905,217784,51602,0,77876,210180,80241,0,23987,255760,118949,85,67841,209030,2928,3507,110834,301089,5570,0,16148,209408,12338,0,8047,66811,1419,0,14450,126427,5054,446,82453,178612,10953,0,61847,165073,1295,51,60011,223813,18924,88,14007,93887,26782,127,4340,100582,30821,1967,31145,120367,10644,88,0,9656,0
134,NaN,2181,NaN,0,0,1614,13344,794,0,0,NaN,0,0,0,1186,0,0,NaN,10594,528,0,NaN,40057,3313,0,8042,NaN,32769,NaN,5744,NaN,NaN,NaN,9701,31403,NaN,0,15898,69658,49587,NaN,NaN,NaN,2774,0,NaN,0,4156,0,1716,NaN,12966,0,40677,49693,5055,0,1807,3030,0,0,NaN,16622,1422,0,0,15897,1975,0,139,401,0,0,0,1867,0,0,0,565,0,0,4555,188,356,0,0,4833,194,0,0,0,0,0,0,2847,0,0,710,3766,0,0,0,960,1378,0,0,223,0,0,0,0,0,4965,0,0,0,0,450,3953,70,0,0,936,0,3216,708,16061,2824,0,6643,68889,29689,2117,10839,103441,25144,0,16358,60916,9011,2329,0,2471,3582
135,NaN,12525,127037,30946,0,288484,542994,135200,0,10988,113920,58467,0,9917,306013,216398,0,0,346107,104040,0,119186,454478,37762,7869,232573,557284,252749,NaN,59912,NaN,NaN,NaN,16748,143356,28874,0,37358,375761,235623,0,47801,275060,13681,0,0,14932,15477,0,28450,387029,179948,8091,299740,398570,4790,0,3415,50884,57925,0,96055,420695,74906,0,1319,104865,31005,0,9250,77333,0,0,24420,96906,21585,0,7668,104948,58266,956,32002,126352,22376,0,37754,164757,46290,0,9223,66155,17996,0,19639,105236,46158,42,15849,181912,16499,423,29746,221280,31272,0,136,95631,28371,98,1350,39517,3594,0,28890,29062,8374,44,66758,201847,24177,0,7117,96906,2596,0,63982,311747,37962,0,62396,514604,126397,0,43242,398224,115082,532,216728,655270,110683,0,3403,105606,61095
136,NaN,262567,465186,57676,0,753347,1150740,235226,0,79195,465776,175389,1598,177565,810189,416285,0,13652,707620,185251,8042,411154,832955,72350,0,648720,993300,397742,NaN,228454,NaN,NaN,NaN,161517,558626,105949,0,94997,805696,386849,0,199166,796383,95357,0,70138,269741,103313,483,160949,723063,318725,15426,557121,676778,10977,0,2237,174249,198763,47984,612306,1035428,109686,0,9467,304407,52350,0,70060,380030,0,0,262532,549530,98596,0,65416,420031,133312,308,228952,542412,90447,0,154247,586677,169467,0,133830,411756,78996,472,178127,507338,180754,863,110878,628704,40232,4491,175585,800371,70158,0,23269,570387,153287,912,78898,382444,42670,960,127712,370142,48607,1589,370190,771653,89232,0,123202,599184,35756,2883,388171,972795,116714,1892,281731,896908,160833,651,164879,731562,166746,9253,709160,1261508,226377,1602,50713,424746,220105
137,NaN,2522,167661,61559,0,507708,870346,253961,0,52685,354785,124493,0,18799,356215,317415,0,0,585246,159525,7108,218032,744071,116088,0,288095,770737,402841,NaN,135184,NaN,NaN,NaN,80705,429679,110841,0,69791,551414,325828,0,129848,666937,98269,0,17514,268762,139077,0,62486,519088,194560,10327,287990,483308,28791,0,3768,50497,28978,993,189417,592019,94628,0,0,116762,15868,0,16993,139405,0,0,64720,212947,45107,2234,22017,149617,57622,643,13844,154489,22649,1635,23585,213849,83086,0,28590,148543,30775,0,87708,243359,93600,104,14478,343513,34760,2883,58025,458826,85353,578,3081,312720,108656,314,16687,153799,9299,430,8554,113247,35679,276,176123,512164,96615,0,51276,408396,39454,494,204377,701422,93620,0,65080,610055,201316,0,59750,560685,196656,3336,457098,995660,182759,105,45479,357560,172705
138,NaN,706,128203,67948,0,NaN,612105,195361,0,15500,176594,85956,0,4007,340075,301948,0,0,522177,129960,2293,118587,428501,75952,0,114582,417891,241979,NaN,27989,NaN,NaN,NaN,32718,253040,100969,0,22333,NaN,108350,0,17017,244743,40939,0,19002,177648,83408,0,9994,140848,43848,3762,84075,213478,10485,0,0,3978,6464,0,43553,250998,60315,0,1543,103526,21935,0,9317,67747,0,0,22524,113645,19733,0,11829,128069,55038,3675,26481,181455,33210,6932,18361,158698,81895,0,25876,120271,20250,0,42911,165863,84781,295,21131,315025,34308,11613,71718,345397,72748,0,316,159063,62495,202,8267,91101,11930,0,24414,159353,69324,0,148536,414669,82462,0,13210,202725,14303,0,52184,239312,34467,0,15944,227566,94280,0,32995,295062,121123,50,162895,484795,74014,0,3609,102062,33414
139,NaN,150155,415726,192373,13362,767980,1063082,369644,0,4522,142940,146854,22366,90785,756693,641113,0,0,861179,152006,576,99562,629987,57943,0,193856,1017768,646263,NaN,155530,NaN,NaN,NaN,5969,193487,128086,0,95594,690339,408186,0,128397,609468,112267,0,0,58224,82384,104,116238,798176,413282,33911,340872,650465,50984,0,0,NaN,119975,146084,517089,879165,128941,0,326,151972,89406,2209,21728,243230,47742,199,175890,668787,182004,132,69801,547716,216972,2257,79293,426257,74511,0,41135,371931,270974,0,75505,353811,135754,0,210907,565598,201906,0,40903,628288,105155,8835,37081,800143,216019,2061,50,157314,104803,17245,7264,82441,12086,753,103885,522177,112134,203,240496,749601,152484,0,402,79021,1176,243,29471,310690,73345,1123,150920,731892,341252,357,980,186280,127778,2242,271207,930407,198454,0,8455,177012,35966
140,NaN,247884,591857,247850,0,905593,1360102,465114,1876,19146,241397,168915,18348,64408,927178,958098,0,2092,1309936,174189,1851,184548,953480,75656,0,54217,1538337,1085494,NaN,254867,NaN,NaN,NaN,75074,580506,207311,0,23035,244809,343257,0,250909,1315924,287443,0,22043,394475,207007,0,35026,893161,438728,54747,492244,1098003,91921,0,0,NaN,67950,19315,308564,978785,230699,0,0,377006,231074,1761,64209,506756,2350,0,94480,692226,185769,0,37811,510950,285104,16030,177426,921994,167494,0,56314,622624,353540,0,33962,213995,53121,0,101953,656693,361855,728,126545,1297463,188815,10440,134656,1449495,359752,0,688,230065,133222,25364,1182,82143,16812,0,240750,793258,205923,0,345979,1343984,278861,0,1132,115704,191,0,21155,353837,115758,2477,152018,814642,357986,0,558,185408,123254,0,169081,937291,151705,0,4081,32858,12776
141,NaN,76856,318838,129960,6001,520104,873103,267907,0,0,63655,61318,737,2713,442386,NaN,0,1056,889651,316710,898,102555,458632,59463,0,1653,641799,456217,NaN,136993,NaN,NaN,NaN,38737,300771,113657,0,6659,66628,110732,0,85358,539211,168480,0,3126,121497,83996,0,1312,204878,NaN,45454,254401,562496,59453,0,0,30869,19497,0,8101,377602,170857,0,2453,420201,273878,0,50105,341899,0,0,9397,92505,18502,0,1868,381500,297136,51617,253756,802153,155335,0,15663,270683,142951,0,1699,37631,14530,0,101311,503140,269993,0,114875,747316,121982,6852,69626,723241,169455,0,0,91331,55980,11497,580,21505,9350,0,222,211164,92811,471,168840,691373,165394,0,70,272818,5769,36,12863,246316,30614,327,9933,340659,219505,318,0,358819,294141,4466,157294,1111937,276810,0,0,10506,7120
142,NaN,46073,208919,92106,0,307797,612518,220080,0,0,49910,46220,NaN,31140,329760,NaN,0,0,628897,153405,13184,100491,369540,96835,0,9505,388852,207110,NaN,80413,NaN,NaN,NaN,5485,148751,78468,0,16170,175448,170974,0,10161,166241,18840,0,0,49373,12824,0,1995,169870,NaN,17463,178717,352656,23123,0,0,13380,6532,0,5647,213307,88882,0,1056,279540,146598,0,25047,178697,0,0,21204,103109,20766,0,0,144201,83366,1790,20949,154300,54604,527,13903,147024,84577,0,6387,36283,5695,210,20285,150822,83661,0,30975,272651,58048,8116,54743,218043,55560,0,61,47932,20766,2059,738,31251,12803,628,37699,137983,40202,0,103835,265600,49692,587,1087,33996,2511,0,1526,64990,17643,1459,14042,173288,104166,513,251,53001,34958,365,10875,151213,26649,0,0,169,295
143,NaN,74830,385224,144201,0,608524,1220678,371367,535,31367,345677,188433,NaN,12847,512923,NaN,0,8751,803511,281495,24959,163786,740698,118773,0,6532,995510,591403,NaN,225496,NaN,NaN,NaN,125657,409465,209295,0,48542,433913,344218,0,71151,555421,192679,2244,51178,473761,221512,929,123984,662691,NaN,832,180027,673586,36542,0,0,43473,11608,0,7279,530418,307895,0,9553,763209,530043,1640,111344,766661,0,0,17139,248119,72445,0,16650,541854,327492,95377,568816,1079678,162800,110,65426,640735,327748,0,2780,62891,25426,0,86476,722256,445922,0,155424,1010603,241293,3478,181084,992794,218261,0,0,148103,65401,2011,328,46828,15066,0,268207,803337,241183,984,341312,1110690,273653,0,4175,275458,7976,37,52288,366050,69655,195,17095,575962,333977,0,421,447501,329954,18384,328048,1334267,270564,0,5302,175080,121527
144,NaN,16797,118447,40578,0,447050,834003,237650,652,40235,202050,114825,NaN,6328,298618,NaN,0,1022,531392,175325,11935,112460,429759,27813,0,27332,876756,625489,NaN,118393,NaN,NaN,NaN,138075,413632,84251,0,19136,234106,151827,0,13536,194671,49347,0,13382,252381,167631,0,56086,468333,NaN,0,74251,476977,33529,0,0,0,1090,0,1398,272338,189673,0,14944,608444,452811,5758,158153,818683,0,0,57321,351169,123333,0,338,271636,177149,20181,185412,597946,71919,316,16376,449836,309884,0,29896,146840,33341,0,50889,343178,180305,0,35544,567762,111873,560,174445,904973,160620,0,191,294463,146402,4634,2588,31118,866,0,90487,243434,74407,0,193782,688553,148993,0,586,182741,13212,0,31978,269730,37823,48,1988,82127,77284,0,0,192294,213952,24879,347322,1124656,170528,0,7003,86808,42359
145,NaN,654,11672,6005,0,54578,98681,20512,0,871,8119,5323,NaN,0,11919,NaN,0,0,81275,34756,3782,26149,73906,2954,0,8470,134509,129682,NaN,9714,NaN,NaN,NaN,11804,61698,788,0,4182,33299,25632,0,2874,24123,3640,0,378,26208,22659,0,5581,84248,NaN,0,15011,69218,11439,0,0,2252,0,0,0,23043,45834,0,0,52308,108098,1408,22714,108439,0,0,16737,95492,52291,0,0,30968,50658,8629,976,20641,4223,0,437,33618,37776,0,5465,24618,3179,0,21585,69412,33430,0,1103,59887,8253,611,5631,55797,9696,0,0,96986,79892,632,1072,8001,7117,0,NaN,18727,4882,0,11229,50102,8407,0,0,8101,1423,0,6878,28948,1933,0,0,7978,8755,0,0,14919,8571,0,10024,59151,5238,0,749,2794,3972
